PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
2350001,SCOTT MOBILE HOME PARK,Lackawanna,Ground water,64,3,1.437798036,0,Private,35,Rural,596,0,596
2350004,AQUA PA WATER CO STANTON,Lackawanna,Ground water,425,9,1.466849417,3.737804461,Private,142,Urban,4,0,4
2350005,BENTON SPRINGS LLC,Lackawanna,Ground water,150,3,2.752482959,3.731181229,Private,58,Rural,61,0,61
2350010,EVERGREEN MOBILE HOME PARK,Lackawanna,Ground water,75,3,1.815484429,0,Private,30,Rural,0,0,0
2350012,TALL TIMBERS VILLAGE M H P,Lackawanna,Ground water,275,6,2.013926851,3.014573313,Private,96,Rural,50,0,50
2350013,MT LAUREL MOBILE HOME VILLAGE,Lackawanna,Ground water,120,4,1.645148156,6.960429567,Private,51,Rural,6,1,7
2350014,HILLSIDE MOBILE HOME PARK,Lackawanna,Ground water,99,5,1.847710763,6.094581856,Private,40,Rural,46,2,48
2350016,LAKESIDE VILLAGE,Lackawanna,Ground water,86,3,2.290133296,2.756265424,Private,44,Rural,8,0,8
2350019,SUNSET MOBILE HOME PARK,Lackawanna,Ground water,150,3,1.917021582,0,Private,51,Rural,28,0,28
2350025,AQUA PA WATER CO GLENBURN,Lackawanna,Ground water,150,3,1.721260065,9.75263762,Private,50,Urban,2,0,2
2350026,PAWC LAKE SPANGENBERG,Lackawanna,Ground water,370,10,1.617432573,0,Private,132,Rural,29,0,29
2350027,AQUA PA WATER CO MOSCOW,Lackawanna,Ground water,600,3,1.685201436,5.850918712,Private,220,Urban,1,0,1
2350028,CLARKS SUMMIT STATE HOSPITAL,Lackawanna,Ground water,747,6,2.444955088,6.442568768,State government,20,Urban,11,0,11
2350029,AQUA PA WATER CO SUNSET HILLS,Lackawanna,Ground water,145,3,2.195839843,8.470058505,Private,46,Rural,2,0,2
2350032,PAW OLWEN HEIGHTS,Lackawanna,Ground water,330,9,1.521204846,3.943966148,Private,175,Urban,9,0,9
2350033,RBE WATER ASSOCIATION INC,Lackawanna,Ground water,175,5,1.59271238,4.837510834,Private,72,Rural,32,6,38
2350034,AQUA PA WATER CO ELMBROOK,Lackawanna,Ground water,300,6,1.623619408,4.527610771,Private,129,Urban,1,0,1
2350037,AQUA PA WATER CO CHINCHILLA I,Lackawanna,Ground water,100,4,3.352221648,10.18418302,Private,40,Urban,2,0,2
2350039,HAPPY ACRES DEVELOPMENT,Lackawanna,Ground water,168,6,1.737897611,1.624131883,Private,47,Rural,6,1,7
2350043,HI VIEW TERRACE MOBILE HOME PK,Lackawanna,Ground water,97,5,1.429502921,0,Private,54,Rural,5,0,5
2350051,ST MARYS VILLA NURSING HOME,Lackawanna,Ground water,353,6,1.922005144,5.895046041,Private,3,Urban,67,0,67
2350053,AQUA PA WATER CO THORNHURST CC,Lackawanna,Ground water,500,9,2.939866246,2.901902905,Private,300,Rural,1,0,1
2350054,EDGEWOOD MOBILE HOME PARK,Lackawanna,Ground water,117,3,2.044014565,6.356821969,Private,39,Rural,92,1,93
2350055,AQUA PA WATER CO EDGEWOOD,Lackawanna,Ground water,265,5,4.146477674,7.647767521,Private,140,Urban,2,0,2
2350056,POCONO MOBILE MANOR MHP,Lackawanna,Ground water,157,9,3.371341708,9.310311847,Private,51,Rural,1,1,2
2350057,AQUA PA JEFFERSON HEIGHTS,Lackawanna,Ground water,498,9,1.546034773,0,Private,180,Rural,2,1,3
2350061,MADISON ESTATES,Lackawanna,Ground water,60,3,2.106091667,1.295783495,Private,23,Rural,64,0,64
2350062,FINCH HILL WATER CO,Lackawanna,Ground water,150,3,3.934573112,0,Private,38,Rural,197,3,200
2350063,GREENFIELD ACRES MHP,Lackawanna,Ground water,90,3,3.861325942,0,Private,35,Rural,62,0,62
2350065,LOG ROAD VILLAGE,Lackawanna,Ground water,68,3,1.860583689,0,Private,23,Rural,7,0,7
2350066,BELLE AIRE ACRES,Lackawanna,Ground water,55,3,1.440921086,0,Private,19,Rural,222,0,222
2350070,AQUA PA WATER CO MOUNT COBB,Lackawanna,Ground water,120,3,1.29063346,0,Private,65,Rural,1,0,1
2359008,PAWC LAKE SCRANTON,Lackawanna,Surface water,134570,52,5.305483372,11.27634612,Private,54128,Urban,16,0,16
2400003,ECHO VALLEY MHP,Luzerne,Ground water,490,3,3.960745269,6.605497265,Private,142,Urban,1,0,1
2400007,LEHMAN HOME PARK,Luzerne,Ground water,63,3,1.68391506,6.463781487,Private,28,Rural,3,0,3
2400008,TOWER 80 81 LLC,Luzerne,Ground water,55,4,3.48547855,7.642071122,Private,51,Rural,3,0,3
2400012,AQUA PA FIELDCREST,Luzerne,Ground water,110,3,2.547384442,38.14869369,Private,45,Rural,4,0,4
2400017,CHASE MANOR WATER ASSOC,Luzerne,Ground water,95,4,2.939438571,44.79423083,Private,43,Urban,1,0,1
2400023,KEYSTONE JOB CORPS CENTER,Luzerne,Ground water,500,9,6.728954624,14.42486378,Federal government,34,Urban,48,1,49
2400024,BONHAMS NURSING AND REHAB CTR,Luzerne,Ground water,166,5,4.244698579,3.359211961,Private,1,Rural,25,0,25
2400027,THE GARDENS AT LAKESIDE,Luzerne,Ground water,91,3,4.56303602,3.494064136,Private,1,Rural,2,0,2
2400029,AQUA PA SHICKSHINNY LAKE,Luzerne,Ground water,250,8,3.873410739,0,Private,198,Rural,2,2,4
2400031,FOUR SEASONS ESTATES MHP,Luzerne,Ground water,98,4,5.229736077,20.08272135,Private,43,Urban,100,0,100
2400034,LAUREL RUN ESTATES,Luzerne,Ground water,340,5,5.818966963,19.60385812,Private,116,Rural,1,1,2
2400036,COUNTRY CREST MHP,Luzerne,Ground water,150,4,1.106154185,0,Private,53,Rural,62,3,65
2400038,UMH VALLEY STREAM,Luzerne,Ground water,384,9,1.394541416,4.16249669,Private,100,Urban,151,0,151
2400039,HANSONS LANDING MHP,Luzerne,Ground water,86,3,6.542651308,8.760111865,Private,32,Urban,1,0,1
2400041,COUNTRY VILLAGE MHP,Luzerne,Ground water,175,3,4.306490871,4.870933461,Private,44,Rural,1,0,1
2400042,BEECHCREST MHP,Luzerne,Ground water,25,3,3.325367501,0.392465789,Private,15,Rural,7,0,7
2400043,PLEASANT VIEW MHP,Luzerne,Ground water,101,6,2.523776659,2.686626825,Private,50,Rural,17,0,17
2400046,COUNTRY ESTATES MHP,Luzerne,Ground water,25,3,2.426796386,1.511964045,Private,15,Rural,4,0,4
2400048,CONYNGHAM SUGARLOAF JOINT MA,Luzerne,Ground water,3230,20,2.971640743,2.114866022,Local government,882,Urban,147,0,147
2400049,EVERGREEN ESTATES MHP,Luzerne,Ground water,80,6,2.779893529,0,Private,27,Rural,3,0,3
2400050,COUNTRY PINES MHP,Luzerne,Ground water,280,6,3.192447379,0,Private,90,Rural,1,0,1
2400051,VALLEY VIEW MHP,Luzerne,Ground water,480,3,4.514575024,4.62165142,Private,170,Rural,2,1,3
2400052,DALLAS MHP,Luzerne,Ground water,86,4,3.647490618,1.967718497,Private,40,Rural,12,0,12
2400053,AQUA PA HEX ACRES,Luzerne,Ground water,255,8,1.367172328,0,Private,102,Rural,4,0,4
2400054,FREELAND BORO MUNI WATER AUTH,Luzerne,Ground water,4610,18,6.635704447,4.131852184,Local government,2214,Urban,37,0,37
2400055,MAPLE LANE ESTATES,Luzerne,Ground water,200,5,6.453058163,9.845877297,Private,65,Rural,18,0,18
2400060,SWEET VALLEY MHP,Luzerne,Ground water,60,4,1.944134629,0,Private,32,Rural,2,0,2
2400063,WHIPPERWILL MHP,Luzerne,Ground water,25,3,3.451291522,5.104564559,Private,15,Rural,45,0,45
2400066,AQUA PA WAPWALLOPEN,Luzerne,Ground water,239,6,1.893237175,5.484982909,Private,69,Rural,4,0,4
2400068,HYLAND MHP,Luzerne,Ground water,75,3,5.979972012,2.323639551,Private,30,Rural,8,1,9
2400073,SUEZ WATER PA BROWN MANOR,Luzerne,Ground water,91,3,4.195465083,5.098708164,Private,91,Rural,0,0,0
2400076,SUEZ WATER PA DALLAS,Luzerne,Ground water,5113,26,3.164825603,3.272360438,Private,985,Urban,1,0,1
2400078,AQUA PA FOREST PARK,Luzerne,Ground water,420,8,1.259605968,5.846853092,Private,155,Rural,2,1,3
2400079,AQUA PA PENN LAKE,Luzerne,Ground water,150,3,2.397674348,0.188955758,Private,61,Rural,2,0,2
2400082,OVERBROOK WATER COMPANY,Luzerne,Ground water,475,8,3.45389493,12.7472684,Private,175,Urban,6,0,6
2400083,AQUA PA APPLEWOOD,Luzerne,Ground water,82,3,4.239816262,4.013151368,Private,32,Urban,2,0,2
2400085,AQUA PA BARRETT,Luzerne,Ground water,107,3,2.477531994,4.251533696,Private,41,Rural,2,0,2
2400086,INDIAN SPRINGS WATER CO,Luzerne,Ground water,137,3,2.956370078,8.624920921,Private,55,Rural,39,0,39
2400088,BEAVER BROOK ASSOC,Luzerne,Ground water purchased,200,3,4.623212894,12.89564279,Private,55,Urban,28,0,28
2400089,AQUA PA GARBUSH,Luzerne,Ground water,200,4,3.047881028,39.43495852,Private,81,Urban,2,0,2
2400090,SCI DALLAS,Luzerne,Surface water purchased,2900,7,2.288124067,36.4097352,State government,1,Urban,33,0,33
2400091,SUEZ WATER PA SHAVERTOWN,Luzerne,Ground water,3035,6,3.603248865,13.64841553,Private,361,Urban,0,0,0
2400095,AQUA PA OAKHILL,Luzerne,Ground water,486,8,2.815097643,1.908334444,Private,156,Rural,3,0,3
2400096,TOWN & COUNTRY WATER ASSOC,Luzerne,Ground water,79,4,1.669516433,38.20232273,Private,39,Urban,23,0,23
2400101,AQUA PA RHODES TERRACE,Luzerne,Ground water,68,3,6.160625583,6.083210286,Private,27,Rural,2,0,2
2400102,AQUA PA WARDEN PLACE,Luzerne,Ground water,175,6,6.573717883,6.939867044,Private,70,Urban,2,0,2
2400103,SUEZ WATER PA HARVEYS LAKE,Luzerne,Ground water,200,6,6.048910156,5.904577882,Private,100,Urban,0,0,0
2400104,AQUA PA MIDWAY,Luzerne,Ground water,2500,11,4.053476139,5.241097986,Private,616,Urban,8,1,9
2400108,AQUA PA WHITE HAVEN,Luzerne,Ground water,1200,11,4.81842048,0.52470077,Local government,453,Rural,4,0,4
2400109,WHITE HAVEN CENTER,Luzerne,Ground water,659,8,5.307159403,1.682603392,State government,22,Rural,15,0,15
2400110,COUNTRY CLUB APTS,Luzerne,Ground water,240,4,3.542636643,1.110489191,Private,120,Urban,3,0,3
2400111,AQUA PA LAUREL LAKES VILLAGE,Luzerne,Ground water,475,9,4.669107199,6.947138484,Private,190,Urban,4,0,4
2400113,ORCHARD WEST WATER ASSOC,Luzerne,Ground water,90,4,3.212149608,10.01956671,Private,45,Urban,24,0,24
2400114,AQUA PA BEECH MOUNTAIN,Luzerne,Ground water,2325,6,4.521136745,3.982317962,Private,930,Rural,3,0,3
2400115,EEI MEADOWS COMPLEX,Luzerne,Ground water,628,5,3.016879253,1.638278692,Private,5,Urban,35,0,35
2400116,FRITZINGERTOWN SR LIV COMM #1,Luzerne,Ground water,66,4,5.324048045,14.55304167,Private,1,Urban,3,0,3
2400117,THE GARDENS AT BUTLER,Luzerne,Ground water,100,3,4.195890239,8.148482364,Private,2,Rural,32,0,32
2400126,VALLEY GORGE MH PARK LLC,Luzerne,Ground water,60,5,4.881570017,0.638210797,Private,38,Rural,3,0,3
2400128,PAW SUTTON HILLS,Luzerne,Ground water,185,3,2.500720637,31.0775909,Private,78,Urban,0,0,0
2400136,SANDY RUN ASSOC,Luzerne,Ground water,47,3,6.762888284,3.877041881,Private,21,Rural,4,0,4
2400139,FRITZINGERTOWN SR LIV COMM #2,Luzerne,Ground water,118,4,5.67215456,14.98731086,Private,1,Urban,0,0,0
2400140,AQUA PA SAND SPRINGS,Luzerne,Ground water,840,5,3.470569274,7.709230109,Private,283,Rural,2,0,2
2400144,AQUA PA ST JOHNS ESTATES,Luzerne,Ground water,95,3,4.35835243,14.58176625,Private,38,Urban,2,0,2
2400145,SISTERS OF MERCY,Luzerne,Ground water,140,4,3.234954402,1.231624957,Private,1,Urban,1,0,1
2400146,PROVIDENCE PLACE OF HAZLETON,Luzerne,Ground water,140,3,6.254290745,8.453360683,Private,1,Urban,74,1,75
2400147,AQUA PA GREENBRIAR,Luzerne,Ground water,120,3,2.655168015,2.315188877,Private,57,Urban,2,0,2
2400149,AQUA PA YALICK FARMS,Luzerne,Ground water,178,4,2.420375937,0.128838848,Public/Private,281,Urban,2,0,2
2401021,CAN DO CORPORATE CENTER,Luzerne,Ground water,930,3,4.267932474,8.94612421,Private,8,Rural,1,0,1
2408001,HCA ROAN FILTER PLANT,Luzerne,Surface water,45000,32,7.21733799,29.59300059,Local government,15152,Urban,3,0,3
2408007,HCA DELANO PARK PLACE,Luzerne,Ground water,1017,8,2.178913222,55.51904498,Local government,338,Rural,5,0,5
2408011,HCA TOMHICKEN,Luzerne,Ground water,125,4,2.847692825,2.175006911,Local government,40,Rural,0,0,0
2408012,HCA DERRINGER FERN GLEN,Luzerne,Ground water,275,4,5.375941666,7.203148459,Local government,90,Rural,7,0,7
2409010,PAW NESBITT,Luzerne,Surface water,52640,6,6.149386682,12.54809961,Private,23311,Urban,0,0,0
2450002,BROOKMONT HEALTH CARE CENTER,Monroe,Ground water,229,3,5.754036985,18.65220547,Private,1,Urban,2,0,2
2450004,SMITHFIELD COURT,Monroe,Ground water,50,3,7.690277001,24.45363151,Private,24,Urban,31,2,33
2450005,BARTON COURT,Monroe,Ground water,118,6,5.048185926,20.18181607,Private,58,Urban,1,0,1
2450006,MAPLE ROCK TRAILER COURT,Monroe,Ground water,50,3,5.999376408,28.19810225,Private,45,Urban,31,1,32
2450008,BIRCHWOOD TRAILER PARK,Monroe,Ground water,389,7,5.554624943,12.42129516,Private,36,Urban,16,1,17
2450009,FAWN VALLEY SOUTH & NORTH,Monroe,Ground water,100,6,2.164582542,7.448494725,Private,24,Rural,20,3,23
2450015,LAKE OF THE PINES,Monroe,Ground water,1200,10,5.516208843,50.13957064,Private,420,Urban,26,2,28
2450018,DEER RUN MOBILE HOME PARK,Monroe,Ground water,54,3,2.731269028,10.73454701,Private,18,Urban,7,4,11
2450020,BUCK HILL FALLS WATER CO,Monroe,Surface water,876,9,8.367626324,20.89396094,Private,350,Rural,25,0,25
2450022,DELAWARE WATER GAP BORO,Monroe,Ground water,850,8,8.722267023,20.4703544,Local government,428,Urban,56,0,56
2450023,E STROUDSBURG BORO WATER DEPT,Monroe,Surface water,13000,16,8.230182642,32.57372402,Local government,2953,Urban,4,5,9
2450025,TWIN FALLS MHP,Monroe,Ground water,34,3,5.629545418,24.30874532,Private,21,Rural,31,0,31
2450027,GILBERT MOBILE HOME PARK,Monroe,Ground water,150,6,6.175904929,13.514432,Private,47,Urban,8,0,8
2450028,POCONO MOBILE HOME ESTATES,Monroe,Ground water,129,6,5.200098471,32.78019368,Private,96,Rural,5,1,6
2450033,BLUE MTN VILLAGE ON CHICOLA LK,Monroe,Ground water,160,3,4.796740562,6.822043656,Private,54,Rural,0,0,0
2450034,BRODHEAD CREEK REG WATER AUTH,Monroe,Surface water,30000,18,6.371915001,29.21113687,Local government,5400,Urban,65,1,66
2450038,WHITE ROCK MOBILE HOME PARK,Monroe,Ground water,50,3,6.944009571,76.25516253,Private,22,Urban,91,1,92
2450039,AQUA PA MOUNTAINHOME SYSTEM,Monroe,Ground water,1450,7,7.926201798,26.73447836,Private,529,Rural,5,0,5
2450040,SKYTOP LODGE INC,Monroe,Ground water,300,12,7.311574798,0,Private,78,Rural,94,1,95
2450044,AQUA PA HAMILTON WATER CO,Monroe,Ground water,1500,6,3.789882298,6.651761983,Private,443,Rural,5,0,5
2450045,PAWC MOUNTAIN TOP ESTATES,Monroe,Ground water,183,4,7.25472663,38.29585043,Private,81,Rural,0,0,0
2450049,MANWALAMINK WATER COMPANY,Monroe,Ground water,3200,9,8.295223405,25.05070938,Private,604,Rural,9,0,9
2450053,TOBYHANNA ARMY DEPOT,Monroe,Ground water,3800,19,7.531274524,70.43980635,Federal government,194,Rural,18,1,19
2450054,SUN VALLEY WATER CO,Monroe,Ground water,120,3,3.210295941,21.20007495,Private,60,Urban,753,0,753
2450056,VILLAGE AT CAMELBACK,Monroe,Ground water,309,10,7.521972855,31.83450254,Private,104,Rural,28,1,29
2450063,PAWC POCONO DISTRICT,Monroe,Ground water,17860,57,6.775357125,64.81891435,Private,7949,Urban,0,0,0
2450064,POCONO MANOR INN,Monroe,Ground water,300,12,6.564541081,36.55584692,Private,45,Rural,40,0,40
2450065,PENN ESTATES UTILITIES INCORP,Monroe,Ground water,4300,22,6.580691493,45.76893497,Public/Private,1725,Urban,14,2,16
2450068,MUSHROOM FARM,Monroe,Ground water,172,3,7.262119712,65.49273704,Private,70,Urban,4,2,6
2450070,PLEASANT VIEW LAKES POA,Monroe,Ground water,389,5,6.862693316,11.43395893,Private,120,Urban,35,0,35
2450076,ESTATES AT HAMILTON HILLS,Monroe,Ground water,84,5,2.349010149,8.08718793,Private,30,Urban,28,10,38
2450079,GETZ PERSONAL CARE HOME,Monroe,Ground water,95,4,7.462742167,13.94283312,Private,3,Rural,1,0,1
2450080,TRI VALLEY ELDO LAKE DIVISION,Monroe,Ground water,310,4,2.409740716,3.703950972,Private,128,Rural,9,6,15
2450083,MOUNTAIN VIEW VILLAGE,Monroe,Ground water,100,3,7.172460211,23.1276141,Private,38,Rural,36,1,37
2450084,LYNWOOD ACRES MOBILE HOME PARK,Monroe,Ground water,77,5,5.241767322,32.95447716,Private,38,Rural,6,2,8
2450086,AQUA PENNSYLVANIA PINECREST,Monroe,Ground water,500,3,6.056217608,35.32531266,Private,258,Rural,1,0,1
2450087,GREEN MOUNTAIN ESTATES,Monroe,Ground water,108,5,6.011178888,23.70375789,Private,38,Rural,14,9,23
2450088,GLUCO LODGE,Monroe,Ground water,65,3,5.328448957,10.42904423,Private,2,Rural,21,3,24
2450089,EDGEWOOD AT COUNTRYSIDE APTS,Monroe,Ground water,80,4,5.414884699,22.13357414,Private,33,Urban,3,3,6
2450092,FOX GLEN GARDENS,Monroe,Ground water,95,3,5.718986444,39.40137817,Private,28,Rural,45,5,50
2450093,AQUA PA ROBIN HOOD LAKES,Monroe,Ground water,492,12,6.833457332,17.58334099,Private,243,Urban,10,0,10
2450096,WESTON SNR LIVING AT HILLCREST,Monroe,Ground water,72,4,4.500575277,17.10370468,Private,1,Rural,84,6,90
2450097,POCONO PLATEAU PARK WELL 1,Monroe,Ground water,60,4,6.736280891,29.5301196,Private,39,Rural,48,1,49
2450098,TOWN HOMES AT MAPLE LANE,Monroe,Ground water,60,3,5.451888262,46.08102205,Private,21,Urban,32,1,33
2450099,MANWALAMINK WATER CO   NS 1&2,Monroe,Ground water,600,3,6.491617047,37.14413444,Private,165,Urban,2,0,2
2450104,TIMBER MOUNTAIN ESTATES,Monroe,Ground water,60,3,6.466159103,23.60236769,Private,20,Rural,34,0,34
2450105,MONROE COUNTY CORRECTIONAL FAC,Monroe,Ground water,740,4,3.25449405,10.0013698,Public/Private,4,Urban,1,1,2
2450106,POCO APARTMENTS (LOWER),Monroe,Ground water,48,3,8.168695821,21.62291683,Private,24,Urban,7,3,10
2450107,POCO APARTMENTS (UPPER),Monroe,Ground water,36,4,8.121041833,21.62861233,Private,18,Urban,10,0,10
2450111,MRS BUSHS PERSONAL CARE HOME,Monroe,Ground water,70,3,2.851778898,8.810811459,Private,1,Rural,28,0,28
2450113,MANWALAMINK WATER CO  NS 3,Monroe,Ground water,1100,3,6.867686945,32.18083265,Private,370,Rural,7,0,7
2450115,MOUNTAIN MANOR COMMUNITY,Monroe,Ground water,187,6,4.602241014,27.95360852,Private,69,Rural,36,0,36
2450117,VICTORIA VILLAGE TOWNHOUSE,Monroe,Ground water,99,4,7.788095514,7.018056907,Private,24,Rural,25,10,35
2450119,PAWC MID MONROE,Monroe,Ground water,1580,14,5.541467923,30.92014099,Private,632,Rural,0,1,1
2450122,POCONO/JACKSON WATER AUTHORITY,Monroe,Ground water,2100,5,7.176012811,28.5933293,Local government,150,Rural,5,0,5
2450123,OAK RUN VILLAGE,Monroe,Ground water,70,3,3.379653515,14.78827599,Private,38,Rural,31,1,32
2450124,NORTHRIDGE AT CAMELBACK,Monroe,Ground water,330,6,7.094365284,31.36451352,Private,276,Rural,66,0,66
2450129,ROCKY RIDGE MOBILE HOME PARK,Monroe,Ground water,171,4,5.303537717,32.06972531,Private,89,Rural,57,0,57
2450133,BLUE MTN LAKE UTILITY ASSOC,Monroe,Ground water,1753,9,6.00654264,46.91126996,Private,723,Urban,0,0,0
2450136,SULLIVAN TRAIL VILLAGE,Monroe,Ground water,45,4,7.095759496,28.76350302,Private,24,Rural,33,8,41
2450138,ESTATES AT STONE ROW,Monroe,Ground water,60,6,7.07671209,26.17390445,Private,24,Rural,43,1,44
2450141,AQUA PA WILD PINES WATER SYS,Monroe,Ground water,440,3,4.047988337,48.12584904,Private,175,Rural,2,0,2
2450142,OAKS SENIOR COMMUNITY,Monroe,Ground water,84,4,6.470012625,37.96591574,Private,78,Rural,28,0,28
2450677,MT AIRY CASINO & RESORT,Monroe,Ground water,7000,10,5.096824669,39.89050683,Private,3,Rural,31,0,31
2520005,GRAMPAS WOODS ESTATES,Pike,Ground water,45,6,5.848760248,5.735302465,Private,28,Rural,18,2,20
2520031,LAUREL WOODS MOBILE HOME PARK,Pike,Ground water,70,3,6.620286085,14.06917821,Private,26,Rural,161,5,166
2520033,HEMLOCK FARMS (MAIN),Pike,Ground water,8321,17,1.55345848,25.20619234,Private,3248,Rural,11,0,11
2520034,PAWC WILD ACRES,Pike,Ground water,2943,11,4.748840177,15.08758226,Private,1204,Rural,0,0,0
2520035,PAWC MARCEL LAKES,Pike,Ground water,845,10,6.072424886,10.91142762,Private,354,Rural,0,0,0
2520036,THE ESCAPE,Pike,Ground water,1100,18,3.511571636,5.424536476,Private,371,Rural,29,0,29
2520037,AQUA PA FAWN LAKE FOREST,Pike,Ground water,6533,29,2.67502913,24.17422481,Private,2177,Rural,7,1,8
2520040,TRANQUILITY FALLS,Pike,Ground water,121,7,3.567074605,4.222462847,Private,26,Rural,0,0,0
2520042,RUSTIC ACRES MHP,Pike,Ground water,73,4,4.400561287,0,Private,55,Rural,27,0,27
2520044,MUNI AUTH OF BORO OF MATAMORAS,Pike,Ground water,2900,14,5.395380863,11.02067549,Local government,1160,Urban,17,0,17
2520046,MILFORD WATER AUTHORITY,Pike,Groundwater under influence of surface water,2420,4,2.794050379,7.525628912,Local government,788,Urban,14,1,15
2520048,HITCHING POST ASSOC,Pike,Ground water,90,3,7.0130268,17.64273893,Private,38,Rural,32,1,33
2520050,PAWC POCONO MTN LAKE FOREST,Pike,Ground water,180,4,4.777992577,9.90406292,Private,63,Rural,0,2,2
2520051,TWIN LAKES UTILITIES INC,Pike,Ground water,300,4,3.23606275,12.65115782,Private,120,Rural,4,0,4
2520052,MILFORD SENIOR CARE,Pike,Ground water,110,4,4.570478952,8.14787703,Private,1,Urban,48,2,50
2520054,POCONO RANCH LANDS SECT 4,Pike,Ground water,225,4,7.536528653,42.57043473,Private,100,Rural,11,1,12
2520056,PAWC ALL SEASONS SYSTEM,Pike,Ground water,100,3,6.221602433,10.45959033,Private,44,Rural,0,0,0
2520058,POCONO MTN LAKE ESTATES SECT5A,Pike,Ground water,150,7,7.029107719,27.90621235,Private,55,Rural,55,0,55
2520061,AQUA PA TAFTON WILSON HILL,Pike,Ground water,80,3,4.206078513,6.48691384,Private,80,Rural,1,0,1
