PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Minority,Percent_Below_Poverty_Line,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
2350037,AQUA PA WATER CO CHINCHILLA I,Lackawanna,Ground water,100,4,12,14.8,Private,40,Urban,2,0,2
2350039,HAPPY ACRES DEVELOPMENT,Lackawanna,Ground water,168,6,12,14.8,Private,47,Urban,6,1,7
2350043,HI VIEW TERRACE MOBILE HOME PK,Lackawanna,Ground water,97,5,12,14.8,Private,54,Urban,5,0,5
2350051,ST MARYS VILLA NURSING HOME,Lackawanna,Ground water,353,6,12,14.8,Private,3,Urban,67,0,67
2350053,AQUA PA WATER CO THORNHURST CC,Lackawanna,Ground water,500,9,12,14.8,Private,300,Urban,1,0,1
2350054,EDGEWOOD MOBILE HOME PARK,Lackawanna,Ground water,117,3,12,14.8,Private,39,Urban,92,1,93
2350055,AQUA PA WATER CO EDGEWOOD,Lackawanna,Ground water,265,5,12,14.8,Private,140,Urban,2,0,2
2350056,POCONO MOBILE MANOR MHP,Lackawanna,Ground water,157,9,12,14.8,Private,51,Urban,1,1,2
2350057,AQUA PA JEFFERSON HEIGHTS,Lackawanna,Ground water,498,9,12,14.8,Private,180,Urban,2,1,3
2350061,MADISON ESTATES,Lackawanna,Ground water,60,3,12,14.8,Private,23,Urban,64,0,64
2350062,FINCH HILL WATER CO,Lackawanna,Ground water,150,3,12,14.8,Private,38,Urban,197,3,200
2350063,GREENFIELD ACRES MHP,Lackawanna,Ground water,90,3,12,14.8,Private,35,Urban,62,0,62
2350065,LOG ROAD VILLAGE,Lackawanna,Ground water,68,3,12,14.8,Private,23,Urban,7,0,7
2350066,BELLE AIRE ACRES,Lackawanna,Ground water,55,3,12,14.8,Private,19,Urban,222,0,222
2350070,AQUA PA WATER CO MOUNT COBB,Lackawanna,Ground water,120,3,12,14.8,Private,65,Urban,1,0,1
2359008,PAWC LAKE SCRANTON,Lackawanna,Surface water,134570,52,12,14.8,Private,54128,Urban,16,0,16
2400003,ECHO VALLEY MHP,Luzerne,Ground water,490,3,14.3,15.8,Private,142,Urban,1,0,1
2400007,LEHMAN HOME PARK,Luzerne,Ground water,63,3,14.3,15.8,Private,28,Urban,3,0,3
2400008,TOWER 80 81 LLC,Luzerne,Ground water,55,4,14.3,15.8,Private,51,Urban,3,0,3
2400012,AQUA PA FIELDCREST,Luzerne,Ground water,110,3,14.3,15.8,Private,45,Urban,4,0,4
2400017,CHASE MANOR WATER ASSOC,Luzerne,Ground water,95,4,14.3,15.8,Private,43,Urban,1,0,1
2400023,KEYSTONE JOB CORPS CENTER,Luzerne,Ground water,500,9,14.3,15.8,Federal government,34,Urban,48,1,49
2400024,BONHAMS NURSING AND REHAB CTR,Luzerne,Ground water,166,5,14.3,15.8,Private,1,Urban,25,0,25
2400027,THE GARDENS AT LAKESIDE,Luzerne,Ground water,91,3,14.3,15.8,Private,1,Urban,2,0,2
2400029,AQUA PA SHICKSHINNY LAKE,Luzerne,Ground water,250,8,14.3,15.8,Private,198,Urban,2,2,4
2400031,FOUR SEASONS ESTATES MHP,Luzerne,Ground water,98,4,14.3,15.8,Private,43,Urban,100,0,100
2400034,LAUREL RUN ESTATES,Luzerne,Ground water,340,5,14.3,15.8,Private,116,Urban,1,1,2
2400036,COUNTRY CREST MHP,Luzerne,Ground water,150,4,14.3,15.8,Private,53,Urban,62,3,65
2400038,UMH VALLEY STREAM,Luzerne,Ground water,384,9,14.3,15.8,Private,100,Urban,151,0,151
2400039,HANSONS LANDING MHP,Luzerne,Ground water,86,3,14.3,15.8,Private,32,Urban,1,0,1
2400041,COUNTRY VILLAGE MHP,Luzerne,Ground water,175,3,14.3,15.8,Private,44,Urban,1,0,1
2400042,BEECHCREST MHP,Luzerne,Ground water,25,3,14.3,15.8,Private,15,Urban,7,0,7
2400043,PLEASANT VIEW MHP,Luzerne,Ground water,101,6,14.3,15.8,Private,50,Urban,17,0,17
2400046,COUNTRY ESTATES MHP,Luzerne,Ground water,25,3,14.3,15.8,Private,15,Urban,4,0,4
2400048,CONYNGHAM SUGARLOAF JOINT MA,Luzerne,Ground water,3230,20,14.3,15.8,Local government,882,Urban,147,0,147
2400049,EVERGREEN ESTATES MHP,Luzerne,Ground water,80,6,14.3,15.8,Private,27,Urban,3,0,3
2400050,COUNTRY PINES MHP,Luzerne,Ground water,280,6,14.3,15.8,Private,90,Urban,1,0,1
2400051,VALLEY VIEW MHP,Luzerne,Ground water,480,3,14.3,15.8,Private,170,Urban,2,1,3
2400052,DALLAS MHP,Luzerne,Ground water,86,4,14.3,15.8,Private,40,Urban,12,0,12
2400053,AQUA PA HEX ACRES,Luzerne,Ground water,255,8,14.3,15.8,Private,102,Urban,4,0,4
2400054,FREELAND BORO MUNI WATER AUTH,Luzerne,Ground water,4610,18,14.3,15.8,Local government,2214,Urban,37,0,37
2400055,MAPLE LANE ESTATES,Luzerne,Ground water,200,5,14.3,15.8,Private,65,Urban,18,0,18
2400060,SWEET VALLEY MHP,Luzerne,Ground water,60,4,14.3,15.8,Private,32,Urban,2,0,2
2400063,WHIPPERWILL MHP,Luzerne,Ground water,25,3,14.3,15.8,Private,15,Urban,45,0,45
2400066,AQUA PA WAPWALLOPEN,Luzerne,Ground water,239,6,14.3,15.8,Private,69,Urban,4,0,4
2400068,HYLAND MHP,Luzerne,Ground water,75,3,14.3,15.8,Private,30,Urban,8,1,9
2400073,SUEZ WATER PA BROWN MANOR,Luzerne,Ground water,91,3,14.3,15.8,Private,91,Urban,0,0,0
2400076,SUEZ WATER PA DALLAS,Luzerne,Ground water,5113,26,14.3,15.8,Private,985,Urban,1,0,1
2400078,AQUA PA FOREST PARK,Luzerne,Ground water,420,8,14.3,15.8,Private,155,Urban,2,1,3
2400079,AQUA PA PENN LAKE,Luzerne,Ground water,150,3,14.3,15.8,Private,61,Urban,2,0,2
2400082,OVERBROOK WATER COMPANY,Luzerne,Ground water,475,8,14.3,15.8,Private,175,Urban,6,0,6
2400083,AQUA PA APPLEWOOD,Luzerne,Ground water,82,3,14.3,15.8,Private,32,Urban,2,0,2
2400085,AQUA PA BARRETT,Luzerne,Ground water,107,3,14.3,15.8,Private,41,Urban,2,0,2
2400086,INDIAN SPRINGS WATER CO,Luzerne,Ground water,137,3,14.3,15.8,Private,55,Urban,39,0,39
2400088,BEAVER BROOK ASSOC,Luzerne,Ground water purchased,200,3,14.3,15.8,Private,55,Urban,28,0,28
2400089,AQUA PA GARBUSH,Luzerne,Ground water,200,4,14.3,15.8,Private,81,Urban,2,0,2
2400090,SCI DALLAS,Luzerne,Surface water purchased,2900,7,14.3,15.8,State government,1,Urban,33,0,33
2400091,SUEZ WATER PA SHAVERTOWN,Luzerne,Ground water,3035,6,14.3,15.8,Private,361,Urban,0,0,0
2400095,AQUA PA OAKHILL,Luzerne,Ground water,486,8,14.3,15.8,Private,156,Urban,3,0,3
2400096,TOWN & COUNTRY WATER ASSOC,Luzerne,Ground water,79,4,14.3,15.8,Private,39,Urban,23,0,23
2400101,AQUA PA RHODES TERRACE,Luzerne,Ground water,68,3,14.3,15.8,Private,27,Urban,2,0,2
2400102,AQUA PA WARDEN PLACE,Luzerne,Ground water,175,6,14.3,15.8,Private,70,Urban,2,0,2
2400103,SUEZ WATER PA HARVEYS LAKE,Luzerne,Ground water,200,6,14.3,15.8,Private,100,Urban,0,0,0
2400104,AQUA PA MIDWAY,Luzerne,Ground water,2500,11,14.3,15.8,Private,616,Urban,8,1,9
2400108,AQUA PA WHITE HAVEN,Luzerne,Ground water,1200,11,14.3,15.8,Local government,453,Urban,4,0,4
2400109,WHITE HAVEN CENTER,Luzerne,Ground water,659,8,14.3,15.8,State government,22,Urban,15,0,15
2400110,COUNTRY CLUB APTS,Luzerne,Ground water,240,4,14.3,15.8,Private,120,Urban,3,0,3
2400111,AQUA PA LAUREL LAKES VILLAGE,Luzerne,Ground water,475,9,14.3,15.8,Private,190,Urban,4,0,4
2400113,ORCHARD WEST WATER ASSOC,Luzerne,Ground water,90,4,14.3,15.8,Private,45,Urban,24,0,24
2400114,AQUA PA BEECH MOUNTAIN,Luzerne,Ground water,2325,6,14.3,15.8,Private,930,Urban,3,0,3
2400115,EEI MEADOWS COMPLEX,Luzerne,Ground water,628,5,14.3,15.8,Private,5,Urban,35,0,35
2400116,FRITZINGERTOWN SR LIV COMM #1,Luzerne,Ground water,66,4,14.3,15.8,Private,1,Urban,3,0,3
2400117,THE GARDENS AT BUTLER,Luzerne,Ground water,100,3,14.3,15.8,Private,2,Urban,32,0,32
2400126,VALLEY GORGE MH PARK LLC,Luzerne,Ground water,60,5,14.3,15.8,Private,38,Urban,3,0,3
2400128,PAW SUTTON HILLS,Luzerne,Ground water,185,3,14.3,15.8,Private,78,Urban,0,0,0
2400136,SANDY RUN ASSOC,Luzerne,Ground water,47,3,14.3,15.8,Private,21,Urban,4,0,4
2400139,FRITZINGERTOWN SR LIV COMM #2,Luzerne,Ground water,118,4,14.3,15.8,Private,1,Urban,0,0,0
2400140,AQUA PA SAND SPRINGS,Luzerne,Ground water,840,5,14.3,15.8,Private,283,Urban,2,0,2
2400144,AQUA PA ST JOHNS ESTATES,Luzerne,Ground water,95,3,14.3,15.8,Private,38,Urban,2,0,2
2400145,SISTERS OF MERCY,Luzerne,Ground water,140,4,14.3,15.8,Private,1,Urban,1,0,1
2400146,PROVIDENCE PLACE OF HAZLETON,Luzerne,Ground water,140,3,14.3,15.8,Private,1,Urban,74,1,75
2400147,AQUA PA GREENBRIAR,Luzerne,Ground water,120,3,14.3,15.8,Private,57,Urban,2,0,2
2400149,AQUA PA YALICK FARMS,Luzerne,Ground water,178,4,14.3,15.8,Public/Private,281,Urban,2,0,2
2401021,CAN DO CORPORATE CENTER,Luzerne,Ground water,930,3,14.3,15.8,Private,8,Urban,1,0,1
2408001,HCA ROAN FILTER PLANT,Luzerne,Surface water,45000,32,14.3,15.8,Local government,15152,Urban,3,0,3
2408007,HCA DELANO PARK PLACE,Luzerne,Ground water,1017,8,14.3,15.8,Local government,338,Urban,5,0,5
2408011,HCA TOMHICKEN,Luzerne,Ground water,125,4,14.3,15.8,Local government,40,Urban,0,0,0
2408012,HCA DERRINGER FERN GLEN,Luzerne,Ground water,275,4,14.3,15.8,Local government,90,Urban,7,0,7
2409010,PAW NESBITT,Luzerne,Surface water,52640,6,14.3,15.8,Private,23311,Urban,0,0,0
2450002,BROOKMONT HEALTH CARE CENTER,Monroe,Ground water,229,3,31.5,12.5,Private,1,Urban,2,0,2
2450004,SMITHFIELD COURT,Monroe,Ground water,50,3,31.5,12.5,Private,24,Urban,31,2,33
2450005,BARTON COURT,Monroe,Ground water,118,6,31.5,12.5,Private,58,Urban,1,0,1
2450006,MAPLE ROCK TRAILER COURT,Monroe,Ground water,50,3,31.5,12.5,Private,45,Urban,31,1,32
2450008,BIRCHWOOD TRAILER PARK,Monroe,Ground water,389,7,31.5,12.5,Private,36,Urban,16,1,17
2450009,FAWN VALLEY SOUTH & NORTH,Monroe,Ground water,100,6,31.5,12.5,Private,24,Urban,20,3,23
2450015,LAKE OF THE PINES,Monroe,Ground water,1200,10,31.5,12.5,Private,420,Urban,26,2,28
2450018,DEER RUN MOBILE HOME PARK,Monroe,Ground water,54,3,31.5,12.5,Private,18,Urban,7,4,11
2450020,BUCK HILL FALLS WATER CO,Monroe,Surface water,876,9,31.5,12.5,Private,350,Urban,25,0,25
2450022,DELAWARE WATER GAP BORO,Monroe,Ground water,850,8,31.5,12.5,Local government,428,Urban,56,0,56
2450023,E STROUDSBURG BORO WATER DEPT,Monroe,Surface water,13000,16,31.5,12.5,Local government,2953,Urban,4,5,9
2450025,TWIN FALLS MHP,Monroe,Ground water,34,3,31.5,12.5,Private,21,Urban,31,0,31
2450027,GILBERT MOBILE HOME PARK,Monroe,Ground water,150,6,31.5,12.5,Private,47,Urban,8,0,8
2450028,POCONO MOBILE HOME ESTATES,Monroe,Ground water,129,6,31.5,12.5,Private,96,Urban,5,1,6
2450033,BLUE MTN VILLAGE ON CHICOLA LK,Monroe,Ground water,160,3,31.5,12.5,Private,54,Urban,0,0,0
2450034,BRODHEAD CREEK REG WATER AUTH,Monroe,Surface water,30000,18,31.5,12.5,Local government,5400,Urban,65,1,66
2450038,WHITE ROCK MOBILE HOME PARK,Monroe,Ground water,50,3,31.5,12.5,Private,22,Urban,91,1,92
2450039,AQUA PA MOUNTAINHOME SYSTEM,Monroe,Ground water,1450,7,31.5,12.5,Private,529,Urban,5,0,5
2450040,SKYTOP LODGE INC,Monroe,Ground water,300,12,31.5,12.5,Private,78,Urban,94,1,95
2450044,AQUA PA HAMILTON WATER CO,Monroe,Ground water,1500,6,31.5,12.5,Private,443,Urban,5,0,5
2450045,PAWC MOUNTAIN TOP ESTATES,Monroe,Ground water,183,4,31.5,12.5,Private,81,Urban,0,0,0
2450049,MANWALAMINK WATER COMPANY,Monroe,Ground water,3200,9,31.5,12.5,Private,604,Urban,9,0,9
2450053,TOBYHANNA ARMY DEPOT,Monroe,Ground water,3800,19,31.5,12.5,Federal government,194,Urban,18,1,19
2450054,SUN VALLEY WATER CO,Monroe,Ground water,120,3,31.5,12.5,Private,60,Urban,753,0,753
2450056,VILLAGE AT CAMELBACK,Monroe,Ground water,309,10,31.5,12.5,Private,104,Urban,28,1,29
2450063,PAWC POCONO DISTRICT,Monroe,Ground water,17860,57,31.5,12.5,Private,7949,Urban,0,0,0
2450064,POCONO MANOR INN,Monroe,Ground water,300,12,31.5,12.5,Private,45,Urban,40,0,40
2450065,PENN ESTATES UTILITIES INCORP,Monroe,Ground water,4300,22,31.5,12.5,Public/Private,1725,Urban,14,2,16
2450068,MUSHROOM FARM,Monroe,Ground water,172,3,31.5,12.5,Private,70,Urban,4,2,6
2450070,PLEASANT VIEW LAKES POA,Monroe,Ground water,389,5,31.5,12.5,Private,120,Urban,35,0,35
2450076,ESTATES AT HAMILTON HILLS,Monroe,Ground water,84,5,31.5,12.5,Private,30,Urban,28,10,38
2450079,GETZ PERSONAL CARE HOME,Monroe,Ground water,95,4,31.5,12.5,Private,3,Urban,1,0,1
2450080,TRI VALLEY ELDO LAKE DIVISION,Monroe,Ground water,310,4,31.5,12.5,Private,128,Urban,9,6,15
2450083,MOUNTAIN VIEW VILLAGE,Monroe,Ground water,100,3,31.5,12.5,Private,38,Urban,36,1,37
2450084,LYNWOOD ACRES MOBILE HOME PARK,Monroe,Ground water,77,5,31.5,12.5,Private,38,Urban,6,2,8
2450086,AQUA PENNSYLVANIA PINECREST,Monroe,Ground water,500,3,31.5,12.5,Private,258,Urban,1,0,1
2450087,GREEN MOUNTAIN ESTATES,Monroe,Ground water,108,5,31.5,12.5,Private,38,Urban,14,9,23
2450088,GLUCO LODGE,Monroe,Ground water,65,3,31.5,12.5,Private,2,Urban,21,3,24
2450089,EDGEWOOD AT COUNTRYSIDE APTS,Monroe,Ground water,80,4,31.5,12.5,Private,33,Urban,3,3,6
2450092,FOX GLEN GARDENS,Monroe,Ground water,95,3,31.5,12.5,Private,28,Urban,45,5,50
2450093,AQUA PA ROBIN HOOD LAKES,Monroe,Ground water,492,12,31.5,12.5,Private,243,Urban,10,0,10
2450096,WESTON SNR LIVING AT HILLCREST,Monroe,Ground water,72,4,31.5,12.5,Private,1,Urban,84,6,90
2450097,POCONO PLATEAU PARK WELL 1,Monroe,Ground water,60,4,31.5,12.5,Private,39,Urban,48,1,49
2450098,TOWN HOMES AT MAPLE LANE,Monroe,Ground water,60,3,31.5,12.5,Private,21,Urban,32,1,33
2450099,MANWALAMINK WATER CO   NS 1&2,Monroe,Ground water,600,3,31.5,12.5,Private,165,Urban,2,0,2
2450104,TIMBER MOUNTAIN ESTATES,Monroe,Ground water,60,3,31.5,12.5,Private,20,Urban,34,0,34
2450105,MONROE COUNTY CORRECTIONAL FAC,Monroe,Ground water,740,4,31.5,12.5,Public/Private,4,Urban,1,1,2
2450106,POCO APARTMENTS (LOWER),Monroe,Ground water,48,3,31.5,12.5,Private,24,Urban,7,3,10
2450107,POCO APARTMENTS (UPPER),Monroe,Ground water,36,4,31.5,12.5,Private,18,Urban,10,0,10
2450111,MRS BUSHS PERSONAL CARE HOME,Monroe,Ground water,70,3,31.5,12.5,Private,1,Urban,28,0,28
2450113,MANWALAMINK WATER CO  NS 3,Monroe,Ground water,1100,3,31.5,12.5,Private,370,Urban,7,0,7
2450115,MOUNTAIN MANOR COMMUNITY,Monroe,Ground water,187,6,31.5,12.5,Private,69,Urban,36,0,36
2450117,VICTORIA VILLAGE TOWNHOUSE,Monroe,Ground water,99,4,31.5,12.5,Private,24,Urban,25,10,35
2450119,PAWC MID MONROE,Monroe,Ground water,1580,14,31.5,12.5,Private,632,Urban,0,1,1
2450122,POCONO/JACKSON WATER AUTHORITY,Monroe,Ground water,2100,5,31.5,12.5,Local government,150,Urban,5,0,5
2450123,OAK RUN VILLAGE,Monroe,Ground water,70,3,31.5,12.5,Private,38,Urban,31,1,32
2450124,NORTHRIDGE AT CAMELBACK,Monroe,Ground water,330,6,31.5,12.5,Private,276,Urban,66,0,66
2450129,ROCKY RIDGE MOBILE HOME PARK,Monroe,Ground water,171,4,31.5,12.5,Private,89,Urban,57,0,57
2450133,BLUE MTN LAKE UTILITY ASSOC,Monroe,Ground water,1753,9,31.5,12.5,Private,723,Urban,0,0,0
2450136,SULLIVAN TRAIL VILLAGE,Monroe,Ground water,45,4,31.5,12.5,Private,24,Urban,33,8,41
2450138,ESTATES AT STONE ROW,Monroe,Ground water,60,6,31.5,12.5,Private,24,Urban,43,1,44
2450141,AQUA PA WILD PINES WATER SYS,Monroe,Ground water,440,3,31.5,12.5,Private,175,Urban,2,0,2
2450142,OAKS SENIOR COMMUNITY,Monroe,Ground water,84,4,31.5,12.5,Private,78,Urban,28,0,28
2450677,MT AIRY CASINO & RESORT,Monroe,Ground water,7000,10,31.5,12.5,Private,3,Urban,31,0,31
2520005,GRAMPAS WOODS ESTATES,Pike,Ground water,45,6,18.2,9.9,Private,28,Rural,18,2,20
2520031,LAUREL WOODS MOBILE HOME PARK,Pike,Ground water,70,3,18.2,9.9,Private,26,Rural,161,5,166
2520033,HEMLOCK FARMS (MAIN),Pike,Ground water,8321,17,18.2,9.9,Private,3248,Rural,11,0,11
2520034,PAWC WILD ACRES,Pike,Ground water,2943,11,18.2,9.9,Private,1204,Rural,0,0,0
2520035,PAWC MARCEL LAKES,Pike,Ground water,845,10,18.2,9.9,Private,354,Rural,0,0,0
2520036,THE ESCAPE,Pike,Ground water,1100,18,18.2,9.9,Private,371,Rural,29,0,29
2520037,AQUA PA FAWN LAKE FOREST,Pike,Ground water,6533,29,18.2,9.9,Private,2177,Rural,7,1,8
2520040,TRANQUILITY FALLS,Pike,Ground water,121,7,18.2,9.9,Private,26,Rural,0,0,0
2520042,RUSTIC ACRES MHP,Pike,Ground water,73,4,18.2,9.9,Private,55,Rural,27,0,27
2520044,MUNI AUTH OF BORO OF MATAMORAS,Pike,Ground water,2900,14,18.2,9.9,Local government,1160,Rural,17,0,17
2520046,MILFORD WATER AUTHORITY,Pike,Groundwater under influence of surface water,2420,4,18.2,9.9,Local government,788,Rural,14,1,15
2520048,HITCHING POST ASSOC,Pike,Ground water,90,3,18.2,9.9,Private,38,Rural,32,1,33
2520050,PAWC POCONO MTN LAKE FOREST,Pike,Ground water,180,4,18.2,9.9,Private,63,Rural,0,2,2
2520051,TWIN LAKES UTILITIES INC,Pike,Ground water,300,4,18.2,9.9,Private,120,Rural,4,0,4
2520052,MILFORD SENIOR CARE,Pike,Ground water,110,4,18.2,9.9,Private,1,Rural,48,2,50
2520054,POCONO RANCH LANDS SECT 4,Pike,Ground water,225,4,18.2,9.9,Private,100,Rural,11,1,12
2520056,PAWC ALL SEASONS SYSTEM,Pike,Ground water,100,3,18.2,9.9,Private,44,Rural,0,0,0
2520058,POCONO MTN LAKE ESTATES SECT5A,Pike,Ground water,150,7,18.2,9.9,Private,55,Rural,55,0,55
2520061,AQUA PA TAFTON WILSON HILL,Pike,Ground water,80,3,18.2,9.9,Private,80,Rural,1,0,1
2520062,PAWC SAW CREEK ESTATES,Pike,Ground water,6833,23,18.2,9.9,Private,3344,Rural,0,0,0
2520065,AQUA PA TANGLEWOOD LAKES,Pike,Ground water,1321,14,18.2,9.9,Private,363,Rural,2,0,2
2520066,AQUA PA TANGLWOOD NORTH,Pike,Ground water,690,10,18.2,9.9,Private,230,Rural,1,0,1
2520070,TAMIMENT RESORT,Pike,Ground water,1200,8,18.2,9.9,Private,510,Rural,15,0,15
2520073,KILLIAM TRACT,Pike,Ground water,39,2,18.2,9.9,Private,50,Rural,4,0,4
2520075,LAKE WALLENPAUPACK ESTATES POA,Pike,Ground water,204,9,18.2,9.9,Private,50,Rural,1,0,1
2520085,PAWC MILFORD LANDING,Pike,Ground water,468,6,18.2,9.9,Private,177,Rural,0,0,0
2520086,CRESCENT LAKE NORTH COMM ASSOC,Pike,Ground water,80,3,18.2,9.9,Private,42,Rural,4,2,6
2520089,POC MTN LAKE EST SECT 1E,Pike,Ground water,140,6,18.2,9.9,Private,55,Rural,89,0,89
2520095,OAK MANOR ESTATES,Pike,Ground water,46,3,18.2,9.9,Private,32,Rural,11,2,13
2520096,PAWC PINE RIDGE SYSTEM,Pike,Ground water,2450,16,18.2,9.9,Private,1034,Rural,0,0,0
2520100,HAPPY HOLLOW,Pike,Ground water,89,3,18.2,9.9,Private,74,Rural,11,1,12
2520103,MOON VALLEY FALLS,Pike,Ground water,120,10,18.2,9.9,Private,50,Rural,4,2,6
2520107,PIKE COUNTY CORRECTIONAL FACIL,Pike,Ground water,376,4,18.2,9.9,Local government,5,Rural,0,0,0
2520110,DEERHAVEN WHITE BEAUTY VIEW ES,Pike,Ground water,53,3,18.2,9.9,Private,21,Rural,67,0,67
2520201,LAUREL LANE DEVELOPMENT ASSOC,Pike,Ground water,179,12,18.2,9.9,Private,43,Rural,26,1,27
2521031,AQUA PA WOODLEDGE VILLAGE,Pike,Ground water,58,3,18.2,9.9,Private,32,Rural,1,0,1
2570001,DARWAY HEALTHCARE & REHAB,Sullivan,Ground water,100,4,6.5,13,Private,1,Rural,65,4,69
2570003,DUSHORE WATER AUTHORITY,Sullivan,Ground water,400,17,6.5,13,Local government,409,Rural,394,2,396
2570004,LAPORTE BORO MUN WATER SYSTEM,Sullivan,Ground water,325,8,6.5,13,Local government,188,Rural,8,0,8
2570005,RED ROCK JOB CORPS CENTER,Sullivan,Ground water,425,7,6.5,13,State government,41,Rural,0,0,0
2580001,WHITES MOBILE HOME PARK,Susquehanna,Ground water,90,7,3.4,13,Private,30,Rural,5,0,5
2580010,AQUA PA WATER CO BROOKLYN,Susquehanna,Ground water,44,4,3.4,13,Private,17,Rural,2,0,2
2580012,AQUA PA WATER CO HOP BOTTOM,Susquehanna,Ground water,265,4,3.4,13,Private,90,Rural,2,0,2
2580015,LAZY BROOK PARK,Susquehanna,Ground water,51,4,3.4,13,Private,21,Rural,8,7,15
2580019,NEW MILFORD MUNICIPAL AUTH,Susquehanna,Ground water,979,6,3.4,13,Local government,494,Rural,8,0,8
2580021,WEIDAS MOBILE HOME PARK,Susquehanna,Ground water,77,3,3.4,13,Private,29,Rural,34,0,34
2580022,SHADY LANE HOME PARK,Susquehanna,Ground water,40,3,3.4,13,Private,31,Rural,8,1,9
2580023,PA AMER WATER CO MONTROSE,Susquehanna,Surface water,1890,3,3.4,13,Private,765,Rural,1,0,1
2580024,PA AMER WATER CO SUSQUEHANNA,Susquehanna,Surface water,4230,8,3.4,13,Private,1637,Rural,0,1,1
2580025,OAKLAND BOROUGH WATER CO,Susquehanna,Ground water,850,4,3.4,13,Local government,256,Rural,48,1,49
2580026,PA AMER WATER THOMPSON,Susquehanna,Ground water,225,7,3.4,13,Private,97,Rural,0,0,0
2580027,HARFORD MUNI AUTH WATER SYSTEM,Susquehanna,Ground water,100,3,3.4,13,Private,55,Rural,11,0,11
2580032,LAKE WALTER WATER ASSOCIATION,Susquehanna,Ground water,165,6,3.4,13,Private,55,Rural,22,0,22
2580035,OAKLAND TRAILER PARK,Susquehanna,Ground water,90,4,3.4,13,Private,35,Rural,5,1,6
2580036,LAKE RAYLEAN WATER ASSOCIATION,Susquehanna,Ground water,47,3,3.4,13,Private,23,Rural,63,0,63
2580038,LIBERTY PARK,Susquehanna,Ground water,40,3,3.4,13,Private,20,Rural,5,1,6
2580040,TERRACE HILL MHP,Susquehanna,Ground water,90,4,3.4,13,Private,47,Rural,10,0,10
2580042,ELK MEADOWS,Susquehanna,Ground water,96,4,3.4,13,Private,35,Rural,12,1,13
2580046,GRACIOUS LIVING ESTATES PCH,Susquehanna,Ground water,77,3,3.4,13,Private,1,Rural,50,0,50
2580047,CHOCONUT CREEK APARTMENTS,Susquehanna,Ground water,25,3,3.4,13,Private,24,Rural,65,0,65
2580048,TIFFANY PINES,Susquehanna,Ground water,150,3,3.4,13,Public/Private,40,Rural,106,0,106
2590008,SOMERS LANE MHP,Tioga,Ground water,130,3,3.8,14.4,Private,60,Rural,306,0,306
2590013,HILLSIDE VIEW MHP,Tioga,Ground water,85,3,3.8,14.4,Private,47,Rural,6,0,6
2590017,PLEASANT VILLAGE MHP,Tioga,Ground water,40,3,3.8,14.4,Private,24,Rural,12,0,12
2590018,MIDDLEBURY MHC,Tioga,Ground water,57,3,3.8,14.4,Private,21,Rural,85,0,85
2590029,WATROUS WATER ASSOCIATION,Tioga,Groundwater under influence of surface water,44,7,3.8,14.4,Private,15,Rural,283,0,283
2590031,TIOGA BORO MUNICIPAL AUTHORITY,Tioga,Ground water,640,5,3.8,14.4,Local government,328,Rural,252,0,252
2590033,BLOSSBURG MUNICIPAL AUTHORITY,Tioga,Surface water,1650,9,3.8,14.4,Local government,668,Rural,4,0,4
2590035,ELKLAND BOROUGH WATER SYSTEM,Tioga,Ground water,1820,4,3.8,14.4,Local government,820,Rural,308,1,309
2590036,KNOXVILLE WATER DEPARTMENT,Tioga,Ground water,590,5,3.8,14.4,Local government,315,Rural,108,13,121
2590038,MANSFIELD BOROUGH MUN AUTH,Tioga,Surface water,4100,11,3.8,14.4,Local government,921,Rural,28,0,28
2590041,DELMAR MEADOWS MHC,Tioga,Ground water,64,5,3.8,14.4,Private,50,Rural,5,0,5
2590042,WELLSBORO MUNICIPAL AUTHORITY,Tioga,Surface water,8225,15,3.8,14.4,Local government,1523,Rural,23,3,26
2590043,WESTFIELD BOROUGH WATERWORKS,Tioga,Ground water,1300,8,3.8,14.4,Local government,550,Rural,126,0,126
2590044,BLOSS TWP MUNICIPAL AUTHORITY,Tioga,Ground water,325,3,3.8,14.4,Local government,186,Rural,47,3,50
2590045,OSCEOLA TWP MUNICIPAL AUTHORIT,Tioga,Ground water,400,4,3.8,14.4,Local government,192,Rural,138,1,139
2590048,DUNCAN TWP MUNICIPAL AUTHORITY,Tioga,Ground water,220,6,3.8,14.4,Local government,101,Rural,372,2,374
2590049,HAMILTON TWP MUN AUTH,Tioga,Surface water purchased,400,5,3.8,14.4,Local government,164,Rural,3,0,3
2590050,LAWRENCEVILLE BORO AUTHORITY,Tioga,Ground water,600,4,3.8,14.4,Local government,270,Rural,277,0,277
