PWS_ID,PWS_Name,County_Name,Ownership,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
1460064,YERKES WATER ASSN,Montgomery,Association - Co-Op,Ground water,165,6,1.351351351,20.27027027,1.351351351,2.702702703,Private,59,Urban,12,1,13
1460068,AQUA PA PERKIOMEN WOODS,Montgomery,Private Investor Owned,Ground water,1100,3,1.960784314,18.1372549,1.470588235,3.921568627,Private,462,Urban,0,0,0
1460069,AQUA PA PERKIOMEN TWP,Montgomery,Private Investor Owned,Ground water,3600,19,1.96875,18.03125,5.609375,3.59375,Private,1406,Urban,0,0,0
1460070,COLLEGEVILLE PARK WATER ASSN,Montgomery,Association - Co-Op,Ground water,75,4,0,23.07692308,0,0,Private,20,Rural,1,0,1
1460071,SPRUCE COURT APARTMENTS,Montgomery,Apartments,Ground water,100,11,9.722222222,9.259259259,2.777777778,3.703703704,Private,72,Urban,1,0,1
1460073,AQUA PA MAIN DIVISION,Montgomery,Private Investor Owned,Surface water,747460,109,3.89505199,25.08131137,13.21345507,3.28586023,Private,337907,Urban,51,1,52
1460075,FREDERICK LIVING,Montgomery,Institutional Health,Ground water,640,6,2.53164557,5.063291139,1.898734177,0.632911392,Private,10,Urban,11,0,11
1460077,VILLAGE OF NESHAMINY FALLS,Montgomery,Mobile Home Park,Surface water purchased,1300,4,4.599406528,29.6735905,5.637982196,2.670623145,Private,766,Urban,10,0,10
1460085,AQUA PA SUPERIOR MAIN SYSTEM,Montgomery,Private Investor Owned,Ground water,7500,21,1.824428385,7.54649923,2.102831418,2.594479327,Private,3400,Urban,16,0,16
1460086,ST LUKE KNOLLS APT,Montgomery,Apartments,Ground water,50,3,0,0,0,0,Private,40,Urban,3,0,3
1460087,PERKIOMEN CROSSING,Montgomery,Municipal,Ground water,508,4,2.259887006,5.084745763,2.071563089,0.941619586,Local government,330,Urban,4,1,5
1460092,AQUA PA SUPERIOR CTR POINT,Montgomery,Priv Investr Owned-(Pu),Surface water purchased,500,4,2.331606218,22.02072539,4.404145078,4.922279793,Private,177,Urban,48,0,48
1510001,PHILADELPHIA WATER DEPT,Philadelphia,Municipal,Surface water,1600000,9,8.890297609,64.21926018,41.49309075,13.38760634,Local government,475190,Urban,7,0,7
2080003,CANTON BORO AUTH,Bradford,Authority,Ground water,2050,6,4.694669961,1.447229086,0.105894811,0.211789622,Local government,818,Rural,53,0,53
2080004,KERRYVIEW MHP,Bradford,Mobile Home Park,Ground water,80,3,0,0,0,0,Private,29,Rural,109,0,109
2080007,LE RAYSVILLE WATER CO,Bradford,Municipal,Ground water,360,5,2.836879433,2.836879433,0.141843972,0.709219858,Local government,111,Rural,64,0,64
2080010,NEW ALBANY MUNI WATER CO,Bradford,Authority - (Purchases),Ground water,336,8,2.857142857,5.142857143,0.114285714,2.742857143,Local government,148,Rural,17,0,17
2080011,SEVEN HILLS MHP,Bradford,Mobile Home Park,Ground water,65,3,0,5.882352941,0,0,Private,37,Rural,140,0,140
2080013,AMER MODERN HOMES,Bradford,Mobile Home Park,Ground water,100,3,0,0,0,0,Private,58,Rural,37,2,39
2080017,ECHO BEACH MHP,Bradford,Mobile Home Park,Ground water,43,6,0,0,0,0,Private,18,Rural,107,0,107
2080019,TOWN AND COUNTRY ESTATES,Bradford,Mobile Home Park,Ground water,200,4,0,0,0,0,Private,94,Rural,29,0,29
2080020,TROY BORO WATER DEPT,Bradford,Auth Leases Back To Mun,Ground water,1362,7,3.407755582,3.936545241,0.646298472,0.587544066,Local government,618,Rural,11,2,13
2080023,RIDGEBURY MANOR MHP,Bradford,Mobile Home Park,Ground water,38,4,0,0,0,0,Private,21,Rural,11,2,13
2080024,HILLSIDE ACRES MHP,Bradford,Mobile Home Park,Ground water,45,4,0,0,0,0,Private,35,Rural,109,12,121
2080025,MOBILE ACRES MHP,Bradford,Mobile Home Park,Groundwater under influence of surface water,100,4,3.333333333,3.333333333,0,1.666666667,Private,48,Rural,82,0,82
2080027,JACKSON MHP,Bradford,Mobile Home Park,Ground water,300,4,2.083333333,4.166666667,0,2.083333333,Private,90,Rural,56,0,56
2080028,AQUA PA SUSQUEHANNA,Bradford,Private Investor Owned,Ground water,15569,8,5.737524731,2.975012823,0.864658899,0.981900784,Private,4301,Urban,23,5,28
2080029,TOWANDA MUNI WATER AUTH,Bradford,Authority,Ground water,5000,8,5.51811289,6.971356361,0.126368997,3.369839933,Local government,1968,Urban,62,0,62
2080030,WYSOX TWP MUNI AUTH,Bradford,Authority - (Purchases),Ground water purchased,1763,3,2.212389381,4.12979351,0.442477876,2.654867257,Local government,1,Rural,9,0,9
2080032,ULSTER MUNI AUTH,Bradford,Authority,Groundwater under influence of surface water,500,6,2.953020134,3.489932886,0.134228188,1.342281879,Local government,180,Rural,44,2,46
2080033,BRADFORD CNTY MANOR,Bradford,Institutional Health,Ground water,700,5,1.538461538,4.615384615,1.538461538,1.538461538,Local government,3,Rural,12,0,12
2080034,WYALUSING MUNI AUTH,Bradford,Auth Leases Back To Mun,Ground water,700,9,2.642276423,3.861788618,0.203252033,0.406504065,Local government,300,Rural,90,0,90
2080807,WYALUSING VALLEY RETIREMENT HOME,Bradford,Institutional Health,Ground water,59,3,0,0,0,0,Private,1,Rural,5,0,5
2350001,SCOTT MHP,Lackawanna,Mobile Home Park,Ground water,64,3,5.882352941,5.882352941,0,0,Private,35,Rural,596,0,596
2350004,AQUA PA STANTON DIV,Lackawanna,Private Investor Owned,Ground water,425,9,0.267379679,3.20855615,0.267379679,1.069518717,Private,142,Urban,4,0,4
2350005,BENTON SPRINGS LLC,Lackawanna,Mobile Home Park,Ground water,150,3,0,0,0,0,Private,58,Rural,61,0,61
2350010,EVERGREEN MHP,Lackawanna,Mobile Home Park,Ground water,75,3,0,0,0,0,Private,30,Rural,0,0,0
2350012,TALL TIMBERS VILLAGE MHP,Lackawanna,Mobile Home Park,Ground water,275,6,3.846153846,3.846153846,0,3.846153846,Private,96,Rural,50,0,50
2350013,VLG GREEN DEV CORP MT LAUREL DV,Lackawanna,Mobile Home Park,Ground water,120,4,2.307692308,2.307692308,0,0.769230769,Private,51,Rural,6,1,7
2350014,HILLSIDE MOBILE HOME PARK,Lackawanna,Mobile Home Park,Ground water,99,5,4,4,0,4,Private,40,Rural,46,2,48
2350016,LAKESIDE VILLAGE MHP,Lackawanna,Mobile Home Park,Ground water,86,3,0,0,0,0,Private,44,Rural,8,0,8
2350019,SUNSET MHP,Lackawanna,Mobile Home Park,Ground water,150,3,0,0,0,0,Private,51,Rural,28,0,28
2350025,AQUA PA GLENBURN,Lackawanna,Private Investor Owned,Ground water,150,3,2.013422819,4.697986577,0.67114094,3.355704698,Private,50,Urban,2,0,2
2350026,PA AMER WATER CO LAKE SPANGENBERG,Lackawanna,Private Investor Owned,Ground water,370,10,2.857142857,2.857142857,0,0,Private,132,Rural,29,0,29
2350027,AQUA PA MOSCOW,Lackawanna,Private Investor Owned,Ground water,600,3,2.293577982,2.293577982,0.152905199,0.764525994,Private,220,Urban,1,0,1
2350028,CLARKS SUMMIT STATE HOSPITAL,Lackawanna,Institutional Health,Ground water,747,6,2.820512821,3.461538462,0.897435897,1.666666667,State government,20,Urban,11,0,11
2350029,AQUA PA SUNSET HILLS,Lackawanna,Private Investor Owned,Ground water,145,3,2.941176471,5.882352941,0,2.941176471,Private,46,Rural,2,0,2
2350032,PA AMER WATER CO OLWEN HEIGHTS,Lackawanna,Private Investor Owned,Ground water,330,9,2.229299363,2.229299363,0.318471338,0.636942675,Private,175,Urban,9,0,9
2350033,RBE WATER ASSN INC,Lackawanna,Association - Co-Op,Ground water,175,5,2.205882353,2.205882353,0,0.735294118,Private,72,Rural,32,6,38
2350034,AQUA PA ELMBROOK,Lackawanna,Private Investor Owned,Ground water,300,6,2.232142857,2.232142857,0,0.892857143,Private,129,Urban,1,0,1
2350037,AQUA PA WHITE HAVEN CHINCHILLAS I AND II,Lackawanna,Private Investor Owned,Ground water,100,4,0.321543408,3.215434084,0.321543408,0.964630225,Private,40,Urban,2,0,2
2350039,HAPPY ACRES,Lackawanna,Private Investor Owned,Ground water,168,6,4.166666667,4.166666667,0,0,Private,47,Rural,6,1,7
2350043,HI VIEW TERRACE MHP STONEMILL,Lackawanna,Mobile Home Park,Ground water,97,5,0,0,0,0,Private,54,Rural,5,0,5
2350051,ST MARYS VILLA NURSING HOME,Lackawanna,Institutional Health,Ground water,353,6,0,0,0,0,Private,3,Urban,67,0,67
2350053,AQUA PA THORNHURST CC EST,Lackawanna,Private Investor Owned,Ground water,500,9,2.521008403,2.521008403,0,0.840336134,Private,300,Rural,1,0,1
2350054,EDGEWOOD TRAILER COURT,Lackawanna,Mobile Home Park,Ground water,117,3,0,0,0,0,Private,39,Rural,92,1,93
2350055,AQUA PA EDGEWOOD,Lackawanna,Private Investor Owned,Ground water,265,5,4.046242775,8.092485549,2.89017341,2.312138728,Private,140,Urban,2,0,2
2350056,POCONO MOBILE MANOR INC,Lackawanna,Mobile Home Park,Ground water,157,9,3.448275862,3.448275862,0,3.448275862,Private,51,Rural,1,1,2
2350057,AQUA PA JEFFERSON HEIGHTS,Lackawanna,Private Investor Owned,Ground water,498,9,1.923076923,1.923076923,0,0.641025641,Private,180,Rural,2,1,3
2350062,FINCH HILL WATER CO,Lackawanna,Private Investor Owned,Ground water,150,3,3.800475059,0.950118765,0.475059382,0.237529691,Private,38,Rural,197,3,200
2350065,LOG ROAD VILLAGE,Lackawanna,Private Investor Owned,Ground water,68,3,0,0,0,0,Private,23,Rural,7,0,7
2350066,BELLE AIRE ACRES,Lackawanna,Private Investor Owned,Ground water,55,3,2.564102564,2.564102564,0,1.282051282,Private,19,Rural,222,0,222
2350070,AQUA PA MT COBB,Lackawanna,Private Investor Owned,Ground water,120,3,2.244897959,2.040816327,0.204081633,0.612244898,Private,65,Rural,1,0,1
2359008,PA AMER WATER CO SCRANTON DIST,Lackawanna,Private Investor Owned,Surface water,134570,52,6.398270672,14.39336114,3.321873683,7.085849673,Private,54128,Urban,16,0,16
2400003,ECHO VALLEY MHP,Luzerne,Mobile Home Park,Ground water,490,3,4.089219331,4.832713755,0.743494424,1.486988848,Private,142,Urban,1,0,1
2400007,BRYANTS MHP,Luzerne,Mobile Home Park,Ground water,63,3,0,0,0,0,Private,28,Rural,3,0,3
2400008,OLD TURNPIKE VILLAGE MHP,Luzerne,Mobile Home Park,Ground water,55,4,5.263157895,7.894736842,2.631578947,2.631578947,Private,51,Rural,3,0,3
2400012,AQUA PA FIELDCREST,Luzerne,Private Investor Owned,Ground water,110,3,2.857142857,34.64285714,25,8.214285714,Private,45,Rural,4,0,4
2400017,CHASE MANOR WATER ASSN,Luzerne,Association - Co-Op,Ground water,95,4,2.89017341,34.68208092,24.85549133,8.092485549,Private,43,Urban,1,0,1
2400023,KEYSTONE JOB CORPS CENTER,Luzerne,Institutional Education,Ground water,500,9,4.651162791,8.372093023,2.790697674,2.790697674,Federal government,34,Urban,48,1,49
2400027,THE GARDENS AT LAKESIDE,Luzerne,Institutional Health,Ground water,91,3,0,0,0,0,Private,1,Rural,2,0,2
2400029,AQUA PA SHICKSHINNY LAKE,Luzerne,Private Investor Owned,Ground water,250,8,3.875968992,0.775193798,0,0.775193798,Private,198,Rural,2,2,4
2400034,LAUREL RUN ESTATES MHP,Luzerne,Mobile Home Park,Ground water,340,5,1.162790698,3.488372093,0,1.162790698,Private,116,Rural,1,1,2
2400036,COUNTRY CREST MHP,Luzerne,Mobile Home Park,Ground water,150,4,1.351351351,1.351351351,1.351351351,0,Private,53,Rural,62,3,65
2400038,VALLEY STREAM MHP,Luzerne,Mobile Home Park,Ground water,384,9,3.883495146,7.766990291,0.970873786,0,Private,100,Urban,151,0,151
2400039,HANSONS LANDING,Luzerne,Mobile Home Park,Ground water,86,3,5.882352941,5.882352941,0,0,Private,32,Urban,1,0,1
2400042,BEECH CREST MHP,Luzerne,Mobile Home Park,Ground water,25,3,0,0,0,0,Private,15,Rural,7,0,7
2400043,PLEASANT VIEW MHP,Luzerne,Mobile Home Park,Ground water,101,6,0,0,0,0,Private,50,Rural,17,0,17
2400048,CONYNGHAM SUGARLOAF JOINT MUNI AUTH,Luzerne,Authority,Ground water,3230,20,3.196721311,2.745901639,0.245901639,0.901639344,Local government,882,Urban,147,0,147
2400049,EVERGREEN ESTATES MHP,Luzerne,Mobile Home Park,Ground water,80,6,3.797468354,1.265822785,0,1.265822785,Private,27,Rural,3,0,3
2400050,COUNTRY PINES MHP,Luzerne,Mobile Home Park,Ground water,280,6,4.166666667,0,0,0,Private,90,Rural,1,0,1
2400051,VALLEY VIEW MHP,Luzerne,Mobile Home Park,Ground water,480,3,3.8585209,4.180064309,0.803858521,1.446945338,Private,170,Rural,2,1,3
2400052,DALLAS MHP,Luzerne,Mobile Home Park,Ground water,86,4,4.166666667,4.166666667,1.041666667,3.125,Private,40,Rural,12,0,12
2400053,AQUA PA HEX ACRES,Luzerne,Private Investor Owned,Ground water,255,8,1.777777778,1.111111111,0,0,Private,102,Rural,4,0,4
2400054,FREELAND MUNI AUTH,Luzerne,Authority,Ground water,4610,18,6.712018141,5.623582766,0.544217687,2.857142857,Local government,2214,Urban,37,0,37
2400055,MAPLE LANE MHP,Luzerne,Mobile Home Park,Ground water,200,5,6.024096386,3.614457831,0,1.204819277,Private,65,Rural,18,0,18
2400060,SWEET VALLEY VILLAGE MHP,Luzerne,Mobile Home Park,Ground water,60,4,0,0,0,0,Private,32,Rural,2,0,2
2400063,WHIPPERWILL MHP,Luzerne,Mobile Home Park,Ground water,25,3,0,0,0,0,Private,15,Rural,45,0,45
2400066,AQUA PA WAPWALLOPEN,Luzerne,Private Investor Owned,Ground water,239,6,2.590673575,5.699481865,0.518134715,3.626943005,Private,69,Rural,4,0,4
2400073,SUEZ WATER PA BROWN MANOR,Luzerne,Private Investor Owned,Ground water,91,3,7.692307692,7.692307692,0,0,Private,91,Rural,0,0,0
2400076,SUEZ WATER PA DALLAS,Luzerne,Private Investor Owned,Ground water,5113,26,3.201067022,4.518172724,0.333444481,1.933977993,Private,985,Urban,1,0,1
2400078,AQUA PA FOREST PARK,Luzerne,Private Investor Owned,Ground water,420,8,1.699029126,3.155339806,0.242718447,0.72815534,Private,155,Rural,2,1,3
2400079,AQUA PA PENN LAKE,Luzerne,Private Investor Owned,Ground water,150,3,3.529411765,3.529411765,0,1.176470588,Private,61,Rural,2,0,2
2400082,OVERBROOK WATER CO,Luzerne,Private Investor Owned,Ground water,475,8,3.703703704,4.62962963,0.462962963,2.777777778,Private,175,Urban,6,0,6
2400083,AQUA PA APPLEWOOD,Luzerne,Private Investor Owned,Ground water,82,3,4.347826087,4.347826087,0,2.898550725,Private,32,Urban,2,0,2
2400085,AQUA PA BARRETT,Luzerne,Private Investor Owned,Ground water,107,3,1.604278075,1.069518717,0,0,Private,41,Rural,2,0,2
2400086,INDIAN SPRINGS WATER CO,Luzerne,Private Investor Owned,Ground water,137,3,3.947368421,7.894736842,1.315789474,1.315789474,Private,55,Rural,39,0,39
2400088,BEAVER BROOK ASSN,Luzerne,Association (Purchases),Ground water purchased,200,3,10,10,0,10,Private,55,Urban,28,0,28
2400089,AQUA PA GARBUSH,Luzerne,Private Investor Owned,Ground water,200,4,2.702702703,34.83483483,24.92492492,8.108108108,Private,81,Urban,2,0,2
2400090,DALLAS STATE CORR INST,Luzerne,Institutional Correctional,Surface water purchased,2900,7,2.784602785,34.88943489,24.97952498,8.19000819,State government,1,Urban,33,0,33
2400091,SUEZ WATER PA SHAVERTOWN,Luzerne,Private Investor Owned,Ground water,3035,6,4.027261462,4.739776952,0.836431227,1.796778191,Private,361,Urban,0,0,0
2400095,AQUA PA OAK HILL,Luzerne,Private Investor Owned,Ground water,486,8,1.876675603,1.340482574,0.804289544,0,Private,156,Rural,3,0,3
2400096,TOWN AND COUNTRY WATER CO INC,Luzerne,Association - Co-Op,Ground water,79,4,2.222222222,1.111111111,1.111111111,0,Private,39,Urban,23,0,23
2400101,AQUA PA RHODES TERRACE WATER,Luzerne,Private Investor Owned,Ground water,68,3,7.5,7.5,0,0,Private,27,Rural,2,0,2
2400102,AQUA PA WARDEN PLACE DIV,Luzerne,Private Investor Owned,Ground water,175,6,6.698564593,7.177033493,0,0.956937799,Private,70,Urban,2,0,2
2400103,SUEZ WATER PA HARVEYS LAKE,Luzerne,Private Investor Owned,Ground water,200,6,6.571428571,7.142857143,0,0.857142857,Private,100,Urban,0,0,0
2400104,AQUA PA MIDWAY,Luzerne,Private Investor Owned,Ground water,2500,11,4.107060452,4.753114905,0.876788186,1.568989386,Private,616,Urban,8,1,9
2400108,AQUA PA WHITE HAVEN,Luzerne,Private Investor Owned,Ground water,1200,11,3.909304144,3.518373729,0.078186083,1.329163409,Local government,453,Rural,4,0,4
2400109,WHITE HAVEN CENTER,Luzerne,Institutional Health,Ground water,659,8,5.980861244,3.588516746,0.4784689,0.717703349,State government,22,Rural,15,0,15
2400110,COUNTRY CLUB APTS,Luzerne,Apartments,Ground water,240,4,3.96039604,4.95049505,0.99009901,2.97029703,Private,120,Urban,3,0,3
2400111,AQUA PA LAUREL LAKES,Luzerne,Private Investor Owned,Ground water,475,9,3.978779841,7.957559682,0.795755968,0.265251989,Private,190,Urban,4,0,4
2400113,ORCHARD WEST HOMEOWNERS ASSN,Luzerne,Association - Co-Op,Ground water,90,4,2.752293578,6.422018349,0,1.834862385,Private,45,Urban,24,0,24
2400114,AQUA PA BEECH MTN,Luzerne,Private Investor Owned,Ground water,2325,6,4.663212435,8.29015544,2.590673575,2.590673575,Private,930,Rural,3,0,3
2400115,ECUMENICAL ENTERPRISES INC MEADOWS COMPLEX,Luzerne,Institutional Health,Ground water,628,5,3.278688525,0,0,0,Private,5,Urban,35,0,35
2400117,THE GARDENS AT BUTLER,Luzerne,Institutional Health,Ground water,100,3,0,0,0,0,Private,2,Rural,32,0,32
2400126,VALLEY GORGE MHP,Luzerne,Mobile Home Park,Ground water,60,5,4.347826087,4.347826087,0,2.173913043,Private,38,Rural,3,0,3
2400128,PA AMER WATER CO SUTTON HILLS,Luzerne,Private Investor Owned,Ground water,185,3,2.866242038,35.03184713,24.84076433,8.280254777,Private,78,Urban,0,0,0
2400136,FREELAND BORO MUNI AUTH SANDY,Luzerne,Authority,Ground water,47,3,5.882352941,5.882352941,0,0,Private,21,Rural,4,0,4
2400139,FRITZINGERTOWN SR LIV COMM 2,Luzerne,Institutional Health,Ground water,118,4,4.615384615,7.692307692,3.076923077,3.076923077,Private,1,Urban,0,0,0
2400140,AQUA PA SAND SPRINGS,Luzerne,Private Investor Owned,Ground water,840,5,4.60704607,8.401084011,2.7100271,2.7100271,Private,283,Rural,2,0,2
2400144,AQUA PA ST JOHNS EST,Luzerne,Private Investor Owned,Ground water,95,3,4.6875,7.8125,3.125,3.125,Private,38,Urban,2,0,2
2400145,SISTERS OF MERCY,Luzerne,Institutional Education,Ground water,140,4,4.545454545,4.545454545,0,4.545454545,Private,1,Urban,1,0,1
2400147,AQUA PA GREENBRIAR,Luzerne,Private Investor Owned,Ground water,120,3,2.222222222,1.111111111,0.555555556,0,Private,57,Urban,2,0,2
2400149,AQUA PA YALICK FARMS,Luzerne,Private Investor Owned,Ground water,178,4,3.448275862,0,0,0,Public/Private,281,Urban,2,0,2
2401021,CAN DO INC CORPORATE CTR,Luzerne,Private Investor Owned,Ground water,930,3,4.651162791,8.527131783,2.713178295,2.713178295,Private,8,Rural,1,0,1
2408001,HAZLETON CITY AUTH,Luzerne,Authority,Surface water,45000,32,8.04298101,44.87206766,2.14373105,41.44901325,Local government,15152,Urban,3,0,3
2408007,HAZLETON CITY AUTH DELANO AND PARK PLACE,Schuylkill,Authority,Ground water,1017,8,2.244389027,16.95760599,10.72319202,4.488778055,Local government,338,Rural,5,0,5
2408011,HAZLETON CITY AUTH TOMHICKEN,Luzerne,Authority,Ground water,125,4,2.941176471,5.882352941,0,5.882352941,Local government,40,Rural,0,0,0
2408012,HAZLETON CITY AUTH DERRINGER,Luzerne,Authority,Ground water,275,4,5.607476636,3.738317757,0,3.738317757,Local government,90,Rural,7,0,7
2409010,PA AMER WATER CO SPRINGBROOK DIST,Luzerne,Private Investor Owned,Surface water,52640,6,7.044879344,11.83852457,3.966221465,4.9971183,Private,23311,Urban,0,0,0
2450002,BROOKMONT HEALTH CARE CTR,Monroe,Institutional Health,Ground water,229,3,0,0,0,0,Private,1,Urban,2,0,2
2450004,SMITHFIELD COURT,Monroe,Mobile Home Park,Ground water,50,3,5.882352941,29.41176471,5.882352941,17.64705882,Private,24,Urban,31,2,33
2450005,BARTON COURT,Monroe,Mobile Home Park,Ground water,118,6,0,40,20,20,Private,58,Urban,1,0,1
2450006,MAPLE ROCK TRAILER COURT,Monroe,Mobile Home Park,Ground water,50,3,0,28.57142857,14.28571429,14.28571429,Private,45,Urban,31,1,32
2450009,FAWN VALLEY SOUTH & NORTH,Monroe,Mobile Home Park,Ground water,100,6,0,9.523809524,0,4.761904762,Private,24,Rural,20,3,23
2450015,LAKE OF THE PINES,Monroe,Association - Co-Op,Ground water,1200,10,5.341246291,46.29080119,18.69436202,21.06824926,Private,420,Urban,26,2,28
2450018,DEER RUN MHP,Monroe,Mobile Home Park,Ground water,54,3,3.571428571,7.142857143,3.571428571,3.571428571,Private,18,Urban,7,4,11
2450020,BUCK HILL WATER CO,Monroe,Private Investor Owned,Surface water,876,9,7.48502994,14.07185629,8.083832335,4.191616766,Private,350,Rural,25,0,25
2450022,DELAWARE WATER GAP BORO,Monroe,Authority,Ground water,850,8,7.913669065,26.04316547,14.38848921,4.460431655,Local government,428,Urban,56,0,56
